web-scraper-order,web-scraper-start-url,price_text,metres_carres,ville_adresse,type_pieces
"1699267773-8465","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-14?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'270.-/mois (+ 150.- Charges)","54 m2","Ardon, Rue du Biais 18","Appartement 2.5 pièces"
"1699267773-8466","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-14?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'050.-/mois (+ 120.- Charges)","","Genève, Rue de Lyon 40","Dernier étage 3 pièces"
"1699267773-8467","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-14?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 8'900.-/mois","330 m2","1218 Le Grand-Saconnex, Contactez l'agence pour l'adresse","Maison jumelée 9 pièces"
"1699267773-8468","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-14?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 5'000.-/mois","120 m2","La Tzoumaz, Rue de la Biole","Chalet 6.5 pièces"
"1699267773-8469","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-14?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'400.-/mois","80 m2","1907 Saxon, Contactez l'agence pour l'adresse","Appartement 3.5 pièces"
"1699267773-8470","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-14?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'900.-/mois","","Chéserex, Rue du Collège","Appartement 2 pièces"
"1699267773-8471","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-14?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'300.-/mois (+ 200.- Charges)","146 m2","Prilly, Route du Mont 1","Appartement 4.5 pièces"
"1699267794-8472","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'400.-/mois (+ 110.- Charges)","","Genève, Avenue Blanc 42","Appartement"
"1699267794-8473","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 725.-/mois (+ 95.- Charges)","34 m2","Lausanne, Rue des Crêtes 14","Appartement 1 pièce"
"1699267794-8474","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 624.-/mois (+ 146.- Charges)","30 m2","Buchs AG, Brummelstr. 4","Appartement 1 pièce"
"1699267794-8475","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'490.-/mois (+ 200.- Charges)","","Corsier-sur-Vevey, Av. Reller 32","Appartement 4 pièces"
"1699267794-8476","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'900.-/mois (+ 290.- Charges)","73 m2","Crissier, 3 Rue de la Baumettaz","Appartement 3.5 pièces"
"1699267794-8477","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'350.-/mois","","Saxon, Rue de la Toule 6","Appartement 3.5 pièces"
"1699267794-8478","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'150.-/mois (+ 220.- Charges)","80 m2","9430 St. Margrethen SG, Contactez l'agence pour l'adresse","Appartement 4 pièces"
"1699267794-8479","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'600.-/mois (+ 200.- Charges)","65 m2","2016 Cortaillod, Contactez l'agence pour l'adresse","Appartement 3 pièces"
"1699267794-8480","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'200.-/mois (+ 440.- Charges)","87 m2","7017 Flims Dorf, Contactez l'agence pour l'adresse","Appartement meublé 3.5 pièces"
"1699267794-8481","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 950.-/mois (+ 130.- Charges)","42 m2","9400 Rorschach, Contactez l'agence pour l'adresse","Appartement 2 pièces"
"1699267794-8482","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'190.-/mois (+ 300.- Charges)","87 m2","8953 Dietikon, Contactez l'agence pour l'adresse","Loft 1 pièce"
"1699267794-8483","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'900.-/mois (+ 190.- Charges)","120 m2","9620 Lichtensteig, Contactez l'agence pour l'adresse","Duplex 5.5 pièces"
"1699267794-8484","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'450.-/mois (+ 300.- Charges)","135 m2","4586 Kyburg-Buchegg, Contactez l'agence pour l'adresse","Dernier étage 4.5 pièces"
"1699267794-8485","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 850.-/mois (+ 100.- Charges)","45 m2","9620 Lichtensteig, Contactez l'agence pour l'adresse","Appartement 1.5 pièces"
"1699267794-8486","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'050.-/mois (+ 200.- Charges)","50 m2","9000 St. Gallen, Contactez l'agence pour l'adresse","Appartement meublé 2 pièces"
"1699267794-8487","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'500.-/mois","118 m2","3920 Zermatt, Contactez l'agence pour l'adresse","Appartement 4 pièces"
"1699267794-8488","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'230.-/mois","95 m2","Bussigny, Chemin de Mochettaz 12","Appartement 4 pièces"
"1699267794-8489","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 4'100.-/mois","173 m2","1182 Gilly, Contactez l'agence pour l'adresse","Duplex 6.5 pièces"
"1699267794-8490","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'250.-/mois","125 m2","Les Giettes, Route des Giettes 350","Chalet 3.5 pièces"
"1699267794-8491","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 820.-/mois (+ 140.- Charges)","65 m2","2740 Moutier, Contactez l'agence pour l'adresse","Appartement 3.5 pièces"
"1699267794-8492","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'470.-/mois (+ 230.- Charges)","89 m2","Leytron, Chemin de Plongier","Appartement 3.5 pièces"
"1699267794-8493","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'500.-/mois","82 m2","1820 Montreux, Contactez l'agence pour l'adresse","Appartement 3.5 pièces"
"1699267794-8494","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-13?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'602.-/mois (+ 180.- Charges)","108 m2","Romont FR, Route de Raboud","Appartement 4.5 pièces"
"1699267815-8495","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 950.-/mois (+ 200.- Charges)","57 m2","Riehen, Gotenstrasse 15","Appartement 2 pièces"
"1699267815-8496","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'470.-/mois (+ 210.- Charges)","73 m2","Riehen, Inzlingerstrasse 59","Appartement 3.5 pièces"
"1699267815-8497","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'260.-/mois (+ 140.- Charges)","79 m2","Fribourg, Chemin de Bonlieu 20","Appartement 3 pièces"
"1699267815-8498","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'650.-/mois","60 m2","3963 Crans-Montana, Contactez l'agence pour l'adresse","Appartement meublé 2.5 pièces"
"1699267815-8499","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'050.-/mois (+ 300.- Charges)","","St-Blaise, Grand'Rue 2","Appartement 3.5 pièces"
"1699267815-8500","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'435.-/mois (+ 220.- Charges)","76 m2","Fribourg, Route de la Fonderie 25","Appartement 3.5 pièces"
"1699267815-8501","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'620.-/mois","120 m2","1225 Chêne-Bourg, Contactez l'agence pour l'adresse","Appartement 6 pièces"
"1699267815-8502","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'670.-/mois (+ 230.- Charges)","84 m2","St. Erhard, Birkenweg 4","Appartement 3.5 pièces"
"1699267815-8503","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'300.-/mois (+ 150.- Charges)","60 m2","Luzern, Maihofstrasse 71","Appartement 3 pièces"
"1699267815-8504","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'500.-/mois (+ 300.- Charges)","201 m2","Birr, Holzgasse 8B","Maison contiguë 5.5 pièces"
"1699267815-8505","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'120.-/mois (+ 170.- Charges)","56 m2","Sion, Rue de Lausanne 49A","Appartement 2.5 pièces"
"1699267815-8506","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'330.-/mois (+ 235.- Charges)","100 m2","Hauptwil, Sornthalstrasse 2","Appartement 5 pièces"
"1699267815-8507","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'200.-/mois (+ 170.- Charges)","49 m2","Savigny, Ch. de la Verne 2","Appartement 2 pièces"
"1699267815-8508","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'500.-/mois","120 m2","1206 Genève, Contactez l'agence pour l'adresse","Appartement 4.5 pièces"
"1699267815-8509","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'551.-/mois (+ 150.- Charges)","88 m2","Genève, AMANDOLIER 4","Appartement 5 pièces"
"1699267815-8510","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 800.-/mois (+ 150.- Charges)","40 m2","Le Pâquier NE, La Combette 12","Studio 1 pièce"
"1699267815-8511","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'230.-/mois (+ 315.- Charges)","","Bussigny, Chemin de la Mochettaz","Appartement 4.5 pièces"
"1699267815-8512","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'200.-/mois (+ 250.- Charges)","115 m2","2400 Le Locle, Contactez l'agence pour l'adresse","Appartement 4.5 pièces"
"1699267815-8513","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'100.-/mois (+ 250.- Charges)","","La Chaux-de-Fonds, Rue Philippe-Henri-Mathey 20","Appartement 3.5 pièces"
"1699267815-8514","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 855.-/mois (+ 130.- Charges)","30 m2","Basel, J.J. Balmer-Strasse 7","Appartement 1.5 pièces"
"1699267815-8515","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'980.-/mois (+ 290.- Charges)","115 m2","Frauenfeld, Mühlewiesenweg 3A","Appartement 4.5 pièces"
"1699267815-8516","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 550.-/mois (+ 140.- Charges)","20 m2","La Chaux-de-Fonds, Rue du Doubs 29","Appartement 1.5 pièces"
"1699267815-8517","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-12?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'350.-/mois (+ 150.- Charges)","66 m2","Grandson, Rue Jean-Lecomte 3","Appartement 3 pièces"
"1699267836-8518","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'900.-/mois","44 m2","Genève, Ch. Crêts de Champel 4","Appartement 1 pièce"
"1699267836-8519","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'231.-/mois (+ 200.- Charges)","","Versoix, Versoix-la-Ville 30","Appartement 4 pièces"
"1699267836-8520","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'970.-/mois (+ 200.- Charges)","79 m2","Lausanne, Avenue de Sévelin 4C","Appartement 3 pièces"
"1699267836-8521","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","64 m2","Courtedoux, Rue du 23-Juin 70, 70B","Appartement 2 pièces"
"1699267836-8522","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'500.-/mois (+ 385.- Charges)","","Zollikofen, Wydackerstrasse 7","Appartement 4.5 pièces"
"1699267836-8523","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'280.-/mois (+ 185.- Charges)","69 m2","Binningen, Kernmattstr. 11","Appartement 3.5 pièces"
"1699267836-8524","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'890.-/mois (+ 320.- Charges)","130 m2","Charmey (Gruyère), Chemin du Lac","Appartement 4.5 pièces"
"1699267836-8525","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'700.-/mois (+ 250.- Charges)","75 m2","1227 Carouge GE, Contactez l'agence pour l'adresse","Appartement 3.5 pièces"
"1699267836-8526","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 830.-/mois (+ 250.- Charges)","","Grenchen, Ruffinistrasse 8","Appartement"
"1699267836-8527","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 4'900.-/mois","","Genève, Avenue Krieg 44BIS","Appartement 5 pièces"
"1699267836-8528","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'950.-/mois (+ 180.- Charges)","112 m2","Senarclens, Chemin des Prés-du-Dimanche 16","Appartement 4 pièces"
"1699267836-8529","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'500.-/mois (+ 101.- Charges)","55 m2","Allens, Rue de la Laiterie 10","Appartement 2.5 pièces"
"1699267836-8530","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 10'500.-/mois","550 m2","1615 Bossonnens, Contactez l'agence pour l'adresse","Maison 8.5 pièces"
"1699267836-8531","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'200.-/mois","24 m2","1264 St-Cergue, Contactez l'agence pour l'adresse","Studio 1 pièce"
"1699267836-8532","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'400.-/mois","150 m2","1040 Echallens, Contactez l'agence pour l'adresse","Duplex 5 pièces"
"1699267836-8533","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 800.-/mois (+ 110.- Charges)","23 m2","Renens VD, Rue de l'Industrie 7","Studio 1 pièce"
"1699267836-8534","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'550.-/mois (+ 200.- Charges)","","Servion, Route du Vieux-Collège 13","Appartement 3.5 pièces"
"1699267836-8535","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'730.-/mois (+ 160.- Charges)","70 m2","Lausanne, Av. de Beaulieu 1","Appartement 3 pièces"
