ville,canton,prix,metres_carres,type,nbr_pieces
Pully,VD,3610,203,Appartement ,6.0
Vernier,GE,2510,30,Appartement meublé,
Val-de-Ruz,NE,1150,74,Appartement ,4.0
Köniz,BE,2110,90,Appartement ,4.5
Muralto,TI,1960,102,Appartement ,4.5
Lausanne,VD,3700,157,Maison ,5.5
Renens,VD,3245,160,Duplex ,5.5
La Chaux-de-Fonds,NE,1330,103,Appartement ,3.5
Vernier,GE,3900,121,Appartement ,6.0
Semsales,FR,1100,80,Appartement ,4.0
Courroux,JU,1000,85,Appartement ,4.5
Cheyres-Châbles,FR,2950,154,Appartement ,5.5
Saint-Sulpice,VD,2550,105,Appartement ,4.0
Anières,GE,2900,65,Villa ,3.0
Oberwil,BL,1450,78,Appartement ,4.0
Malters,LU,1410,83,Appartement ,3.5
Crans-Montana,VS,1800,45,Appartement ,2.5
Pfeffingen,BL,1380,75,Appartement ,3.0
Genthod,GE,5750,136,Maison jumelée ,7.0
Saint-Sulpice,VD,6300,177,Appartement ,6.0
Cheyres-Châbles,FR,2100,86,Appartement ,3.5
Vernier,GE,2260,65,Appartement ,3.5
Epalinges,VD,5700,200,Maison contiguë ,6.5
Courgenay,JU,1100,75,Appartement ,4.5
Pully,VD,1650,74,Appartement ,3.0
Lucens,VD,1550,78,Appartement ,3.5
Vevey,VD,3200,145,Appartement ,5.5
Oberglatt,ZH,3995,85,Appartement meublé ,6.0
Val-de-Ruz,NE,1120,82,Appartement ,4.0
Renens,VD,1220,56,Appartement ,2.5
Le Locle,NE,1170,108,Appartement ,4.5
Ufhusen,LU,1300,76,Duplex ,3.5
Muri,AG,1650,90,Duplex ,4.5
Payerne,VD,1410,90,Appartement ,3.5
Froideville,VD,2500,132,Appartement ,6.0
Zürich,ZH,3150,102,Appartement ,4.5
Meggen,LU,4100,156,Attique ,4.5
Solothurn,SO,1020,70,Appartement ,3.5
Vevey,VD,1450,57,Appartement ,2.0
Yvorne,VD,1600,85,Appartement ,3.5
La Chaux-de-Fonds,NE,2600,360,Appartement ,7.0
Montreux,VD,1950,55,Appartement ,2.5
Düdingen,FR,1100,85,Dernier étage ,3.5
Courtelary,BE,400,33,Studio ,1.0
Haute-Ajoie,JU,1100,75,Appartement ,3.5
Renens,VD,3275,132,Appartement ,6.0
Saint-Sulpice,VD,2250,90,Duplex ,3.0
La Tour-de-Peilz,VD,1930,109,Appartement ,4.5
Suhr,AG,2530,122,Appartement ,5.5
Lengnau,BE,990,60,Appartement ,3.0
Münchenstein,BL,2125,114,Appartement ,3.5
Genève,GE,3420,109,Appartement ,6.0
Ostermundigen,BE,1800,105,Appartement ,4.5
Tafers,FR,1065,67,Appartement ,3.0
Pfäffikon,ZH,2452,95,Attique ,3.5
Matran,FR,1950,101,Appartement ,4.5
Gibloux,FR,1290,79,Appartement ,3.5
Oron,VD,2350,116,Appartement ,4.5
Grenchen,SO,1510,102,Appartement ,4.5
Versoix,GE,1600,56,Appartement ,3.0
Vernier,GE,5545,131,Appartement ,6.0
Massongex,VS,1590,76,Appartement ,3.5
Massagno,TI,16000,438,Villa ,8.0
Courtepin,FR,1350,86,Appartement ,3.5
Montreux,VD,1600,105,Appartement ,4.5
Oberthal,BE,1650,120,Appartement ,5.5
Frauenkappelen,BE,2300,63,Appartement ,3.0
Moudon,VD,1500,72,Appartement ,3.5
Bettlach,SO,1560,103,Appartement ,4.5
Gipf-Oberfrick,AG,1270,70,Appartement ,3.0
Leysin,VD,1900,112,Appartement ,4.5
Payerne,VD,1140,75,Appartement ,3.5
Prez,FR,1250,92,Appartement ,4.5
Rheinfelden,AG,2000,117,Appartement ,4.5
Bussigny,VD,1890,71,Appartement ,3.5
Saint-Gingolph,VS,2445,104,Appartement ,4.5
Thun,BE,1150,69,Appartement ,3.0
Münchenstein,BL,1773,36,Appartement meublé,
Thun,BE,1200,75,Appartement ,3.5
Massagno,TI,1820,91,Appartement ,3.5
Vernier,GE,4550,150,Appartement ,5.0
Le Landeron,NE,1180,59,Appartement ,3.0
Collonge-Bellerive,GE,6500,155,Maison,
Develier,JU,1500,65,Appartement ,2.5
Pratteln,BL,830,55,Dernier étage ,3.0
Saint-Sulpice,VD,1650,61,Appartement ,2.0
Subingen,SO,1145,49,Appartement ,2.5
Zeiningen,AG,2700,150,Maison ,6.0
Tafers,FR,1425,183,Appartement,
Versoix,GE,6700,260,Villa ,6.0
Vernier,GE,1745,30,Appartement meublé ,1.5
Vionnaz,VS,1000,95,Appartement ,4.5
Gossau,SG,940,40,Appartement ,2.0
Bois-d'Amont,FR,1500,93,Appartement ,4.5
Muri bei Bern,BE,1760,89,Appartement ,3.5
Mümliswil-Ramiswil,SO,999,86,Appartement ,4.5
Noble-Contrée,VS,1500,87,Appartement ,4.5
Winznau,SO,1560,120,Appartement ,3.5
La Chaux-de-Fonds,NE,710,30,Appartement ,1.5
Bourg-en-Lavaux,VD,5130,212,Maison ,6.5
Vernier,GE,5200,140,Appartement meublé ,5.5
Saint-Cergue,VD,2150,100,Appartement ,3.0
Weiach,ZH,2300,127,Appartement ,3.5
Courroux,JU,800,44,Appartement ,2.0
Villars-sur-Glâne,FR,2135,123,Appartement ,4.5
Chavannes-près-Renens,VD,2730,115,Appartement ,4.0
Vernier,GE,2600,110,Appartement ,5.5
Köniz,BE,1260,59,Appartement ,2.0
Genève,GE,1400,37,Appartement ,2.0
Meggen,LU,1525,75,Appartement ,2.5
Schattdorf,UR,1650,115,Appartement ,4.5
Villars-sur-Glâne,FR,1490,85,Appartement ,3.5
Erlinsbach,AG,1450,85,Appartement ,3.5
Seon,AG,2100,107,Attique ,4.5
Wald,AR,1290,80,Appartement ,4.0
Tafers,FR,1870,110,Appartement ,4.5
Thun,BE,1301,61,Appartement ,3.0
Leytron,VS,820,38,Appartement ,1.0
Coppet,VD,3500,120,Appartement ,4.5
Vernier,GE,10000,166,Appartement ,7.0
Vernier,GE,5300,123,Appartement ,4.0
Schöftland,AG,1470,77,Appartement ,3.5
Arnex-sur-Orbe,VD,1800,200,Loft ,1.0
Tafers,FR,1090,48,Appartement ,2.5
Bottmingen,BL,1810,59,Appartement ,3.5
Vevey,VD,1240,54,Appartement ,2.0
Pully,VD,2100,78,Appartement ,3.0
Düdingen,FR,1090,59,Appartement ,3.0
Vouvry,VS,1280,102,Appartement ,4.5
Avenches,VD,1010,53,Appartement ,2.5
Rüschegg,BE,1460,104,Appartement ,4.5
Tafers,FR,1630,86,Appartement ,3.0
Romanel-sur-Lausanne,VD,990,32,Studio ,1.0
Saint-Imier,BE,990,85,Appartement ,4.0
Suhr,AG,2600,143,Appartement ,5.5
Büsserach,SO,1510,66,Appartement ,3.5
Siviriez,FR,1800,94,Appartement ,4.0
Vernier,GE,6950,217,Appartement ,8.0
Avenches,VD,1180,58,Appartement ,2.5
Rheinfelden,AG,1800,107,Appartement ,3.5
Montreux,VD,1680,63,Appartement ,3.5
Zürich,ZH,2950,28,Appartement meublé ,3.0
Tafers,FR,650,21,Appartement ,1.0
Vernier,GE,5350,135,Appartement ,5.0
Surpierre,FR,2400,137,Appartement ,5.5
Chavannes-près-Renens,VD,1135,30,Appartement ,1.5
Rothenfluh,BL,2300,117,Maison ,5.5
Vernier,GE,3800,98,Appartement ,5.0
Vernier,GE,3445,100,Appartement ,4.0
Zürich,ZH,2550,78,Appartement ,2.5
Pregny-Chambésy,GE,4604,154,Appartement ,6.5
Vernier,GE,4250,159,Appartement ,7.5
Bex,VD,1120,68,Appartement ,3.5
Crans-Montana,VS,3700,143,Duplex ,4.5
Oftringen,AG,2500,137,Appartement terrasse ,5.5
Wangen bei Olten,SO,850,76,Appartement ,1.5
Villars-sur-Glâne,FR,1680,96,Appartement ,4.5
Lausanne,VD,1850,84,Appartement ,4.0
Vernier,GE,5300,123,Appartement ,4.0
Köniz,BE,1961,104,Appartement ,4.5
Chancy,GE,1938,68,Appartement ,4.0
Zihlschlacht-Sitterdorf,TG,2200,195,Attique ,4.5
La Chaux-de-Fonds,NE,715,75,Appartement ,3.0
Zürich,ZH,1930,68,Appartement ,3.0
Tafers,FR,1200,42,Appartement ,2.5
Crans-Montana,VS,1300,94,Appartement ,3.5
Sion,VS,1900,112,Appartement ,4.5
Zürich,ZH,2360,122,Appartement ,4.5
Langenthal,BE,1425,98,Appartement ,4.5
Fischingen,TG,3130,120,Appartement meublé ,5.5
Mammern,TG,1900,80,Appartement ,2.5
Prangins,VD,3360,115,Appartement ,4.0
La Chaux-de-Fonds,NE,690,70,Appartement ,3.5
Yverdon-les-Bains,VD,960,32,Appartement ,1.5
Zwingen,BL,1360,84,Dernier étage ,4.5
Therwil,BL,3850,160,Maison ,6.5
Zürich,ZH,4950,180,Maison ,4.5
Uttwil,TG,1130,46,Appartement ,2.5
Rolle,VD,1790,50,Attique ,2.5
Vernier,GE,3150,82,Appartement ,4.5
Vernier,GE,7500,176,Appartement ,7.0
Haute-Ajoie,JU,1235,117,Appartement ,4.5
Köniz,BE,888,80,Appartement ,3.5
Müntschemier,BE,1610,124,Appartement ,4.5
Sion,VS,1540,92,Appartement ,4.5
Zuchwil,SO,1100,85,Appartement ,4.5
Murten,FR,1560,78,Appartement ,3.5
Renens,VD,1470,65,Appartement ,3.0
Semsales,FR,1450,108,Appartement ,4.5
Schaffhausen,SH,1570,108,Appartement ,4.5
Vernier,GE,11000,263,Appartement ,8.0
Rüfenach,AG,1656,100,Duplex ,4.5
Saint-Sulpice,VD,2395,109,Appartement ,5.5
Bernex,GE,2740,109,Appartement ,5.0
Marly,FR,1450,62,Appartement ,2.5
Saint-Sulpice,VD,1910,81,Appartement ,4.0
Münchenstein,BL,1650,80,Appartement ,3.0
Saint-Sulpice,VD,2990,89,Appartement ,2.5
Porrentruy,JU,890,75,Appartement ,3.5
Vernier,GE,4500,110,Appartement meublé ,4.0
Moudon,VD,2100,171,Appartement ,5.5
Goumoëns,VD,2500,149,Appartement ,5.5
Manno,TI,1780,110,Appartement ,4.5
Diepoldsau,SG,1380,94,Appartement ,3.5
Crans,VD,8500,202,Maison ,5.5
Gersau,SZ,1350,50,Duplex ,2.5
Vernier,GE,3400,91,Appartement ,4.0
Develier,JU,890,94,Dernier étage ,2.5
Saint-Sulpice,VD,1550,60,Appartement ,3.5
Semsales,FR,1800,95,Appartement ,4.5
Vouvry,VS,1680,100,Appartement ,4.5
Lancy,GE,2400,63,Appartement ,4.0
Düdingen,FR,1690,91,Appartement ,3.5
Givrins,VD,1300,46,Appartement ,1.0
Genève,GE,2700,72,Appartement ,4.0
Tafers,FR,966,43,Appartement ,2.0
Ecublens,VD,2130,81,Attique ,3.5
Wangen bei Olten,SO,1100,65,Appartement ,3.5
Vernier,GE,2500,67,Appartement ,2.5
Avry,FR,1200,77,Appartement ,3.0
Oberkulm,AG,1450,76,Appartement ,3.5
Vernayaz,VS,1130,54,Appartement ,2.5
Bois-d'Amont,FR,1150,95,Duplex ,3.5
Siviriez,FR,1270,85,Dernier étage ,3.5
Treyvaux,FR,1400,114,Appartement ,4.5
Wallisellen,ZH,1890,77,Appartement ,3.5
Vevey,VD,2650,113,Appartement ,2.5
La Chaux-de-Fonds,NE,830,96,Appartement ,3.0
Corseaux,VD,1740,50,Studio ,1.5
Münchenstein,BL,950,41,Immeuble résidentiel ,2.0
Winznau,SO,1185,73,Appartement ,3.5
Haut-Intyamon,FR,1230,76,Appartement ,2.5
Wädenswil,ZH,1850,85,Appartement ,4.0
Vernier,GE,3128,91,Appartement ,4.0
Gland,VD,2950,123,Appartement ,3.5
Frauenkappelen,BE,330,15,Chambre ,1.0
Belfaux,FR,1580,113,Appartement ,4.5
Zürich,ZH,3600,154,Appartement ,6.0
Tafers,FR,1650,93,Appartement ,4.5
Villmergen,AG,1330,80,Appartement ,3.5
Rupperswil,AG,3200,200,Immeuble résidentiel ,6.0
La Chaux-de-Fonds,NE,1350,137,Appartement ,3.5
Caslano,TI,1140,70,Appartement ,3.5
Birmensdorf,ZH,1690,58,Appartement ,1.5
Veyrier,GE,3170,100,Appartement meublé ,5.0
Pully,VD,2290,96,Appartement ,3.5
Villarsel-sur-Marly,FR,1300,104,Appartement ,3.5
Port,BE,1180,88,Appartement ,4.5
Crans-Montana,VS,13000,600,Chalet ,12.0
Vevey,VD,1600,73,Appartement ,3.0
Suhr,AG,1309,80,Appartement ,4.0
Estavayer,FR,2400,118,Appartement ,4.5
Pully,VD,2000,59,Appartement ,2.5
Spreitenbach,AG,1400,80,Appartement ,4.5
Massagno,TI,1030,31,Appartement ,1.5
Vernier,GE,2025,65,Appartement ,2.0
Yverdon-les-Bains,VD,670,18,Appartement ,1.0
La Chaux-de-Fonds,NE,1630,100,Appartement ,4.5
Winterthur,ZH,1540,57,Appartement ,3.0
Zürich,ZH,3236,76,Appartement ,2.5
Montanaire,VD,1580,75,Appartement ,3.5
Versoix,GE,7600,160,Appartement ,5.5
Courchapoix,JU,820,81,Appartement ,4.5
Vernier,GE,5000,120,Attique ,4.5
Vernayaz,VS,1249,62,Appartement ,2.5
Chavannes-près-Renens,VD,2900,86,Attique ,3.5
Vernier,GE,1680,54,Appartement ,3.0
Zürich,ZH,400,11,Chambre ,1.0
La Chaux-de-Fonds,NE,1107,104,Attique,
Allschwil,BL,1300,77,Appartement ,3.0
Twann-Tüscherz,BE,1085,75,Appartement ,4.0
Tägerwilen,TG,1100,40,Appartement ,2.5
Worb,BE,1610,70,Appartement ,3.5
Plaffeien,FR,1140,70,Appartement ,3.5
Gy,GE,3500,117,Appartement ,5.0
Vernier,GE,2600,50,Appartement ,3.5
Prévondavaux,FR,1260,85,Appartement ,3.5
Allschwil,BL,1570,63,Appartement ,2.5
Solothurn,SO,2480,127,Appartement meublé ,4.5
Villars-sur-Glâne,FR,1506,84,Duplex ,3.5
Vernier,GE,2800,36,Studio ,1.5
Zürich,ZH,5840,137,Appartement ,3.5
Yverdon-les-Bains,VD,1890,72,Mansarde ,2.5
Semsales,FR,1515,66,Appartement ,2.5
Brig-Glis,VS,1800,130,Appartement ,4.5
Yverdon-les-Bains,VD,1070,47,Appartement ,2.5
Leytron,VS,1650,124,Appartement ,4.5
Remaufens,FR,1375,63,Appartement ,2.5
Blonay - Saint-Légier,VD,1500,83,Appartement ,3.5
Le Mont-sur-Lausanne,VD,2000,96,Appartement ,4.5
Renens,VD,1340,59,Appartement ,2.0
Saint-Sulpice,VD,4350,191,Appartement ,5.5
Gossau,SG,1500,66,Dernier étage ,3.5
Gland,VD,2331,99,Appartement ,4.5
Allschwil,BL,150,45,Appartement ,1.5
Zürich,ZH,1400,37,Appartement ,1.0
Vallorbe,VD,580,37,Appartement ,1.0
Remaufens,FR,830,38,Appartement,
Gossau,SG,850,30,Appartement ,2.0
Gland,VD,1690,54,Appartement ,2.5
Vinzel,VD,2750,105,Appartement ,4.5
Schlatt-Haslen,AI,2000,138,Duplex ,5.5
Meyrin,GE,2650,115,Appartement ,6.0
Bussigny,VD,1488,54,Appartement ,2.5
Semsales,FR,1750,76,Appartement ,3.5
Vernier,GE,8750,135,Appartement ,4.5
Grellingen,BL,900,50,Dernier étage ,2.5
Willisau,LU,1000,88,Appartement ,5.0
Obergösgen,SO,1150,65,Appartement ,2.5
Anières,GE,6000,400,Maison ,9.0
Yverdon-les-Bains,VD,1670,83,Appartement ,5.5
Oberdorf,SO,1400,85,Appartement ,4.5
Semsales,FR,1140,52,Appartement ,2.5
Ayent,VS,2300,120,Appartement ,4.5
Rüfenach,AG,1575,89,Appartement ,4.5
Prangins,VD,2450,72,Appartement ,2.5
Spiez,BE,1400,78,Appartement ,3.5
Winkel,ZH,3600,160,Maison contiguë ,5.5
Vernier,GE,1200,27,Appartement ,2.0
Massongex,VS,2600,111,Appartement meublé ,2.5
Crans-Montana,VS,1650,90,Appartement ,4.5
Holderbank,SO,1350,120,Duplex ,4.0
Arch,BE,1705,150,Duplex ,4.5
Saint-Sulpice,VD,1990,72,Appartement ,3.5
Saint-Sulpice,VD,1650,57,Appartement ,2.5
Saint-Sulpice,VD,1590,39,Appartement ,2.0
Cossonay,VD,2800,100,Appartement ,4.5
Saint-Sulpice,VD,1600,38,Studio ,1.0
Thörigen,BE,1220,90,Appartement ,4.5
Genthod,GE,2850,80,Appartement meublé ,4.0
Forel (Lavaux),VD,3300,165,Maison ,5.0
Villars-sur-Glâne,FR,1170,56,Appartement ,2.5
Saint-Sulpice,VD,2400,93,Appartement ,4.5
La Tour-de-Peilz,VD,1150,68,Appartement ,3.0
Saint-Sulpice,VD,1120,22,Appartement ,1.0
Saint-Sulpice,VD,1420,60,Appartement ,2.0
Cologny,GE,6200,178,Appartement ,5.5
Genève,GE,3200,85,Dernier étage ,4.0
Crans-Montana,VS,8400,300,Chalet ,10.0
La Chaux-de-Fonds,NE,1100,83,Appartement ,4.0
Tafers,FR,1200,86,Appartement ,3.5
Würenlos,AG,1380,67,Appartement ,3.5
Gossau,SG,1520,85,Appartement ,3.5
Morges,VD,1750,70,Appartement ,2.5
Chêne-Bougeries,GE,10000,162,Maison ,6.0
Hautemorges,VD,2050,100,Appartement ,3.5
Uzwil,SG,2200,140,Dernier étage ,4.5
Burg im Leimental,BL,3020,160,Maison ,6.5
Seltisberg,BL,1454,108,Dernier étage ,3.5
La Chaux-de-Fonds,NE,740,69,Appartement ,3.0
Saint-Sulpice,VD,750,22,Appartement ,1.5
Willisau,LU,2500,95,Duplex ,2.5
Vernier,GE,1390,20,Chambre ,1.0
Lausanne,VD,2580,100,Appartement ,4.5
Saxon,VS,1250,53,Appartement ,2.5
Granges-Paccot,FR,765,21,Appartement ,1.0
Uster,ZH,1320,66,Appartement ,3.0
Saint-Prex,VD,2800,98,Appartement ,4.5
Collonge-Bellerive,GE,7500,150,Maison,
Le Pâquier (FR),FR,1490,71,Appartement ,3.5
Gossau,SG,1250,78,Appartement ,3.5
Echallens,VD,2165,98,Appartement ,4.5
Sonvilier,BE,990,90,Appartement ,4.5
Roches,BE,750,45,Appartement ,2.5
Saint-Sulpice,VD,1009,20,Appartement ,1.0
Saint-Sulpice,VD,2100,68,Appartement ,3.0
Develier,JU,1550,108,Appartement ,4.5
Develier,JU,1700,101,Appartement ,4.5
Develier,JU,1500,108,Appartement ,4.5
Develier,JU,1500,108,Appartement ,4.5
Tavannes,BE,1800,160,Attique ,6.5
Bussigny,VD,1530,54,Appartement ,2.5
Sion,VS,1298,58,Appartement ,2.5
Val Mara,TI,910,50,Appartement ,2.0
Aefligen,BE,1900,120,Appartement ,5.5
Chêne-Bourg,GE,3281,83,Appartement ,4.0
Anières,GE,6000,152,Appartement ,6.5
Thundorf,TG,1696,77,Appartement ,3.5
Lancy,GE,2715,117,Appartement ,6.0
Wald,AR,950,65,Appartement ,3.5
Herrliberg,ZH,1100,18,Appartement ,1.0
Pfeffingen,BL,2680,150,Appartement ,4.5
Buchegg,SO,2190,124,Duplex ,3.5
Lengnau,BE,950,70,Appartement ,3.5
Bavois,VD,2990,160,Appartement ,4.5
Zürich,ZH,7500,174,Appartement ,4.5
Murten,FR,1720,98,Appartement ,4.5
Zürich,ZH,3070,79,Appartement ,3.5
Morges,VD,2600,29,Appartement meublé ,1.0
Köniz,BE,1425,50,Appartement ,2.5
Buchs,AG,1340,89,Appartement ,3.5
Liestal,BL,2250,130,Attique ,4.5
Gossau,SG,670,60,Duplex ,2.0
Münsingen,BE,1210,65,Appartement ,3.5
Vernier,GE,4850,120,Appartement ,6.5
Thundorf,TG,1744,103,Appartement ,4.5
Rolle,VD,1350,55,Appartement ,2.0
Courchavon,JU,1500,160,Maison jumelée ,5.0
Münchenstein,BL,1700,85,Appartement ,3.0
Massagno,TI,2480,123,Duplex ,4.5
Port,BE,1070,81,Appartement ,3.5
Ollon,VD,1780,83,Appartement ,3.0
Tavannes,BE,855,46,Appartement ,2.5
Bex,VD,770,28,Appartement ,1.0
Mont-Vully,FR,1720,106,Appartement ,4.5
Oberwil,BL,1380,70,Appartement ,3.5
Vernier,GE,2250,41,Appartement ,3.0
Collonge-Bellerive,GE,16000,300,Maison ,9.0
La Tour-de-Peilz,VD,1500,71,Appartement ,3.0
Semsales,FR,1240,71,Appartement ,2.5
Konolfingen,BE,633,44,Appartement ,1.5
Ecublens,VD,1750,55,Appartement ,3.0
Vevey,VD,1750,90,Appartement ,3.5
Semsales,FR,1250,56,Appartement ,2.5
Tafers,FR,1190,70,Appartement ,3.0
Payerne,VD,1750,88,Attique ,3.5
Wettswil am Albis,ZH,3130,120,Appartement meublé ,4.5
Saint-Sulpice,VD,3200,120,Attique ,4.5
Zwingen,BL,2060,100,Attique ,3.5
Wängi,TG,1950,110,Appartement ,4.5
Buchegg,SO,2190,124,Duplex ,3.5
Ecublens,VD,1260,53,Appartement ,2.0
Massongex,VS,1200,80,Appartement ,3.5
Massagno,TI,1370,49,Appartement ,2.5
Saint-Sulpice,VD,2800,69,Appartement ,2.5
Veyrier,GE,1150,40,Appartement,
Arbedo-Castione,TI,2000,138,Appartement ,4.5
Grenchen,SO,740,60,Appartement ,2.5
Frick,AG,1495,84,Appartement ,3.5
Brütten,ZH,4200,250,Duplex ,5.5
Zürich,ZH,3000,90,Maison ,4.5
Saint-Sulpice,VD,1780,80,Appartement ,3.0
Massongex,VS,1550,120,Appartement ,4.5
Tafers,FR,1110,76,Appartement ,3.5
Wolfhalden,AR,1840,128,Appartement ,5.5
Zürich,ZH,1750,99,Appartement ,4.5
Blonay - Saint-Légier,VD,1750,66,Appartement ,3.5
Prangins,VD,4600,123,Appartement ,4.0
Jongny,VD,2235,105,Appartement ,4.5
Saint-Martin,FR,1151,73,Appartement ,3.0
Vérossaz,VS,1300,60,Appartement ,2.5
Conthey,VS,1400,87,Appartement ,4.5
Vernier,GE,1450,30,Studio ,1.0
Ecublens,VD,1320,57,Appartement ,2.5
Villars-sur-Glâne,FR,1625,86,Appartement ,3.5
Frauenkappelen,BE,1350,57,Appartement ,3.0
Embrach,ZH,3443,139,Appartement ,5.5
Remaufens,FR,820,27,Appartement ,1.5
Attalens,FR,2800,200,Appartement ,5.5
Lausanne,VD,1650,48,Appartement ,2.5
La Tour-de-Peilz,VD,1700,30,Appartement meublé ,2.0
Spreitenbach,AG,1380,70,Appartement ,3.5
Pregny-Chambésy,GE,7000,200,Attique ,7.5
Lausanne,VD,2165,90,Appartement ,4.5
Clos du Doubs,JU,950,70,Duplex ,3.0
Prangins,VD,2650,135,Dernier étage ,2.0
Montreux,VD,4500,120,Maison ,5.5
La Chaux-de-Fonds,NE,1090,76,Appartement ,3.5
Lausanne,VD,1190,35,Appartement ,1.5
Saint-Sulpice,VD,1375,22,Appartement ,1.0
Torny,FR,780,72,Appartement ,3.5
Blauen,BL,1600,90,Appartement ,3.5
Fehraltorf,ZH,1490,257,Attique ,2.0
Zürich,ZH,2290,62,Appartement ,2.5
Moudon,VD,1270,71,Appartement ,3.0
Vernier,GE,5750,180,Appartement ,7.5
Vernier,GE,3300,59,Appartement meublé ,3.0
Rapperswil-Jona,SG,2244,123,Appartement ,4.5
Rohrbach,BE,1100,86,Appartement ,4.5
Montanaire,VD,1900,120,Appartement ,4.5
Val-de-Charmey,FR,930,52,Appartement ,2.5
Zürich,ZH,2180,64,Appartement ,3.0
Meggen,LU,1200,49,Appartement ,2.5
Tafers,FR,1879,129,Appartement ,5.5
Zürich,ZH,2850,90,Appartement ,3.0
Allschwil,BL,1990,105,Appartement ,4.5
Mauensee,LU,2700,188,Maison ,7.5
Chêne-Bougeries,GE,7500,200,Duplex ,6.0
Ursy,FR,1880,118,Appartement ,4.5
Tafers,FR,1555,82,Appartement ,3.5
Satigny,GE,6500,178,Appartement ,7.0
Schwerzenbach,ZH,2600,74,Appartement ,2.5
Uttwil,TG,820,30,Appartement ,1.5
Kloten,ZH,1735,115,Duplex ,4.5
Pfeffingen,BL,1350,77,Appartement ,3.5
Vevey,VD,1690,73,Appartement ,3.5
Belp,BE,1490,85,Appartement ,3.5
Baden,AG,1290,27,Appartement ,1.5
Saint-Sulpice,VD,690,21,Appartement ,1.0
Münchenstein,BL,1940,105,Appartement ,4.5
Thun,BE,1370,74,Appartement ,4.0
Bellinzona,TI,1280,105,Appartement ,3.5
Montreux,VD,900,37,Appartement ,1.0
Urtenen-Schönbühl,BE,1750,102,Appartement ,4.5
Jouxtens-Mézery,VD,3650,120,Appartement ,4.5
Eschenbach,SG,2900,110,Appartement terrasse ,4.5
Dotzigen,BE,2900,179,Appartement meublé ,5.5
Renens,VD,1280,62,Appartement ,3.0
Lucens,VD,1700,100,Appartement ,4.5
Genthod,GE,6050,142,Maison jumelée ,6.0
Prangins,VD,4300,132,Appartement ,5.5
Le Landeron,NE,1370,80,Appartement ,3.5
Vernate,TI,2790,180,Maison ,5.5
Bütschwil-Ganterschwil,SG,2160,118,Appartement ,4.5
La Tour-de-Peilz,VD,3500,140,Appartement ,5.5
Liestal,BL,1100,50,Appartement ,3.5
Zürich,ZH,3470,83,Appartement ,3.0
Vétroz,VS,1790,82,Appartement ,3.5
Brütten,ZH,3450,227,Attique ,6.5
Gempen,SO,1900,113,Dernier étage ,4.5
Lutry,VD,4500,162,Appartement ,7.0
Auw,AG,1700,138,Duplex ,5.5
Grellingen,BL,1200,90,Appartement ,3.5
Blonay - Saint-Légier,VD,1300,60,Appartement ,2.5
Bourg-en-Lavaux,VD,1450,40,Studio ,1.0
Le Locle,NE,780,50,Appartement ,2.5
Neuchâtel,NE,1450,80,Appartement ,4.5
Villars-sur-Glâne,FR,2004,126,Appartement ,5.5
Winterthur,ZH,1300,64,Appartement ,3.0
Bassersdorf,ZH,3000,136,Duplex ,4.5
Riggisberg,BE,1550,120,Appartement ,5.5
Worb,BE,1420,75,Appartement ,4.5
Muttenz,BL,1650,58,Appartement ,2.5
Spreitenbach,AG,1400,79,Appartement ,4.0
Collonge-Bellerive,GE,5900,160,Duplex ,6.5
Vernier,GE,2580,72,Appartement ,4.0
Semsales,FR,1640,65,Appartement ,2.5
Tentlingen,FR,2500,260,Maison ,6.5
Vernier,GE,4069,151,Appartement ,5.0
Bassins,VD,5200,180,Maison ,6.0
Lotzwil,BE,1365,81,Appartement ,3.5
Eptingen,BL,1230,66,Appartement ,3.0
Eptingen,BL,1260,74,Appartement ,4.0
Ormont-Dessus,VD,4000,135,Appartement meublé ,5.5
Vernier,GE,1440,50,Appartement ,3.0
Soral,GE,3900,137,Maison ,6.0
Montreux,VD,2000,80,Dernier étage ,4.0
Pully,VD,5500,145,Appartement ,5.5
Vernier,GE,1500,44,Appartement ,3.0
Escholzmatt-Marbach,LU,1500,165,Appartement ,7.0
La Sarraz,VD,2320,92,Appartement ,4.5
Montreux,VD,2850,143,Duplex ,6.5
Münchenstein,BL,1830,71,Appartement ,3.5
Münchenstein,BL,1270,62,Appartement ,3.0
Siviriez,FR,2420,130,Villa ,5.0
Zürich,ZH,1340,27,Appartement ,1.0
La Chaux-de-Fonds,NE,740,51,Appartement ,2.5
Saicourt,BE,800,89,Appartement ,4.0
Neuchâtel,NE,935,48,Appartement ,2.0
Neuchâtel,NE,1500,101,Appartement ,4.5
Tafers,FR,1250,52,Appartement ,2.0
Düdingen,FR,1560,90,Appartement ,3.5
Orsières,VS,1490,82,Appartement ,3.5
Moudon,VD,1700,110,Appartement ,4.5
Mont-sur-Rolle,VD,2390,160,Loft ,2.5
Val-d'Illiez,VS,1600,58,Appartement ,2.0
Churwalden,GR,800,36,Appartement ,1.5
Plan-les-Ouates,GE,2700,103,Appartement ,5.5
Twann-Tüscherz,BE,800,54,Appartement ,3.0
Gilly,VD,3050,130,Duplex ,5.5
Gossau,SG,1060,45,Appartement ,2.5
Massongex,VS,1200,65,Appartement ,2.5
Prangins,VD,2950,67,Appartement ,2.5
Vernier,GE,2900,101,Appartement ,4.0
Vernier,GE,1600,26,Appartement ,1.0
